	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	word	pos_freq	neg_freq	neu_freq	freq
239	239	239	239	239	239	239	239	239	239	239	239	239	-bristol	1	0	0	1
240	240	240	240	240	240	240	240	240	240	240	240	240	-cachetes	1	0	0	1
241	241	241	241	241	241	241	241	241	241	241	241	241	-campo	1	0	0	1
242	242	242	242	242	242	242	242	242	242	242	242	242	-chula	1	0	0	1
243	243	243	243	243	243	243	243	243	243	243	243	243	-chuleriaaaa	1	0	0	1
244	244	244	244	244	244	244	244	244	244	244	244	244	-chulería	0	0	2	2
245	245	245	245	245	245	245	245	245	245	245	245	245	-chulita	1	0	0	1
246	246	246	246	246	246	246	246	246	246	246	246	246	-ciencia	0	0	1	1
247	247	247	247	247	247	247	247	247	247	247	247	247	-cronicas	1	0	0	1
248	248	248	248	248	248	248	248	248	248	248	248	248	-cuerpo	1	0	0	1
249	249	249	249	249	249	249	249	249	249	249	249	249	-deberia	0	0	1	1
250	250	250	250	250	250	250	250	250	250	250	250	250	-desde	0	0	1	1
251	251	251	251	251	251	251	251	251	251	251	251	251	-dramas	0	0	1	1
252	252	252	252	252	252	252	252	252	252	252	252	252	-drinks	0	0	1	1
253	253	253	253	253	253	253	253	253	253	253	253	253	-el	1	0	0	1
254	254	254	254	254	254	254	254	254	254	254	254	254	-ese	0	1	0	1
255	255	255	255	255	255	255	255	255	255	255	255	255	-excusas	1	0	0	1
256	256	256	256	256	256	256	256	256	256	256	256	256	-flawless	1	0	0	1
257	257	257	257	257	257	257	257	257	257	257	257	257	-friendly	1	0	0	1
258	258	258	258	258	258	258	258	258	258	258	258	258	-frosted	0	0	1	1
259	259	259	259	259	259	259	259	259	259	259	259	259	-fút	0	0	1	1
260	260	260	260	260	260	260	260	260	260	260	260	260	-fútbol	1	0	0	1
261	261	261	261	261	261	261	261	261	261	261	261	261	-gaby	0	0	1	1
262	262	262	262	262	262	262	262	262	262	262	262	262	-good	5	0	0	5
263	263	263	263	263	263	263	263	263	263	263	263	263	-gps	1	0	0	1
264	264	264	264	264	264	264	264	264	264	264	264	264	-guayoteo	0	0	1	1
265	265	265	265	265	265	265	265	265	265	265	265	265	-has	1	0	0	1
266	266	266	266	266	266	266	266	266	266	266	266	266	-high	0	0	1	1
267	267	267	267	267	267	267	267	267	267	267	267	267	-hokulani	1	0	0	1
268	268	268	268	268	268	268	268	268	268	268	268	268	-jangueos	1	0	0	1
269	269	269	269	269	269	269	269	269	269	269	269	269	-jessica	1	0	0	1
270	270	270	270	270	270	270	270	270	270	270	270	270	-jodón	1	0	0	1
271	271	271	271	271	271	271	271	271	271	271	271	271	-karim	1	0	0	1
272	272	272	272	272	272	272	272	272	272	272	272	272	-keep	1	0	0	1
273	273	273	273	273	273	273	273	273	273	273	273	273	-la	0	1	0	1
274	274	274	274	274	274	274	274	274	274	274	274	274	-latina	1	0	0	1
275	275	275	275	275	275	275	275	275	275	275	275	275	-libre	1	0	0	1
276	276	276	276	276	276	276	276	276	276	276	276	276	-lo	0	0	1	1
277	277	277	277	277	277	277	277	277	277	277	277	277	-love	2	0	0	2
278	278	278	278	278	278	278	278	278	278	278	278	278	-make-up	1	0	0	1
279	279	279	279	279	279	279	279	279	279	279	279	279	-me	1	0	0	1
280	280	280	280	280	280	280	280	280	280	280	280	280	-mi	0	0	2	2
281	281	281	281	281	281	281	281	281	281	281	281	281	-mimunequita73	0	0	1	1
282	282	282	282	282	282	282	282	282	282	282	282	282	-misioneo	0	0	1	1
283	283	283	283	283	283	283	283	283	283	283	283	283	-misiones	0	0	1	1
284	284	284	284	284	284	284	284	284	284	284	284	284	-musicón	1	0	0	1
285	285	285	285	285	285	285	285	285	285	285	285	285	-my	1	0	0	1
286	286	286	286	286	286	286	286	286	286	286	286	286	-más	0	0	1	1
287	287	287	287	287	287	287	287	287	287	287	287	287	-nadie	0	1	0	1
288	288	288	288	288	288	288	288	288	288	288	288	288	-nena	1	0	0	1
289	289	289	289	289	289	289	289	289	289	289	289	289	-nice	1	0	0	1
290	290	290	290	290	290	290	290	290	290	290	290	290	-niceee	1	0	0	1
291	291	291	291	291	291	291	291	291	291	291	291	291	-no	0	0	1	1
292	292	292	292	292	292	292	292	292	292	292	292	292	-not	0	0	1	1
293	293	293	293	293	293	293	293	293	293	293	293	293	-ojos	1	0	0	1
294	294	294	294	294	294	294	294	294	294	294	294	294	-ok	1	0	0	1
295	295	295	295	295	295	295	295	295	295	295	295	295	-patillas	1	0	0	1
296	296	296	296	296	296	296	296	296	296	296	296	296	-piano	1	0	0	1
297	297	297	297	297	297	297	297	297	297	297	297	297	-popular	1	0	0	1
298	298	298	298	298	298	298	298	298	298	298	298	298	-presi	1	0	0	1
299	299	299	299	299	299	299	299	299	299	299	299	299	-pulsera	1	0	0	1
300	300	300	300	300	300	300	300	300	300	300	300	300	-que	2	0	0	2
301	301	301	301	301	301	301	301	301	301	301	301	301	-raptors	0	0	1	1
302	302	302	302	302	302	302	302	302	302	302	302	302	-real	0	0	1	1
303	303	303	303	303	303	303	303	303	303	303	303	303	-religious	1	0	0	1
304	304	304	304	304	304	304	304	304	304	304	304	304	-rizos	1	0	0	1
305	305	305	305	305	305	305	305	305	305	305	305	305	-río	0	0	1	1
306	306	306	306	306	306	306	306	306	306	306	306	306	-sexxx	1	0	0	1
307	307	307	307	307	307	307	307	307	307	307	307	307	-si	0	1	0	1
308	308	308	308	308	308	308	308	308	308	308	308	308	-sigue	1	0	0	1
309	309	309	309	309	309	309	309	309	309	309	309	309	-simplemente	1	0	0	1
310	310	310	310	310	310	310	310	310	310	310	310	310	-slay	0	0	1	1
311	311	311	311	311	311	311	311	311	311	311	311	311	-so	1	0	0	1
312	312	312	312	312	312	312	312	312	312	312	312	312	-soccer	0	0	2	2
313	313	313	313	313	313	313	313	313	313	313	313	313	-softball	0	0	1	1
314	314	314	314	314	314	314	314	314	314	314	314	314	-strict	0	0	1	1
315	315	315	315	315	315	315	315	315	315	315	315	315	-style	0	0	1	1
316	316	316	316	316	316	316	316	316	316	316	316	316	-super	0	0	4	4
317	317	317	317	317	317	317	317	317	317	317	317	317	-tadana	1	0	0	1
318	318	318	318	318	318	318	318	318	318	318	318	318	-talks	1	0	0	1
319	319	319	319	319	319	319	319	319	319	319	319	319	-te	1	0	1	2
320	320	320	320	320	320	320	320	320	320	320	320	320	-that	0	0	1	1
321	321	321	321	321	321	321	321	321	321	321	321	321	-those	0	0	1	1
322	322	322	322	322	322	322	322	322	322	322	322	322	-top	1	0	0	1
323	323	323	323	323	323	323	323	323	323	323	323	323	-tu	1	0	1	2
324	324	324	324	324	324	324	324	324	324	324	324	324	-una	0	1	0	1
325	325	325	325	325	325	325	325	325	325	325	325	325	-very	1	0	0	1
326	326	326	326	326	326	326	326	326	326	326	326	326	-wtf	0	0	1	1
327	327	327	327	327	327	327	327	327	327	327	327	327	-yami	0	0	1	1
328	328	328	328	328	328	328	328	328	328	328	328	328	-you	2	0	1	3
329	329	329	329	329	329	329	329	329	329	329	329	329	-¿	0	0	2	2
330	330	330	330	330	330	330	330	330	330	330	330	330	.	2630	1186	1956	5772
331	331	331	331	331	331	331	331	331	331	331	331	331	.!	3	1	1	5
332	332	332	332	332	332	332	332	332	332	332	332	332	.!!	0	0	1	1
333	333	333	333	333	333	333	333	333	333	333	333	333	.,	2	1	1	4
334	334	334	334	334	334	334	334	334	334	334	334	334	..	908	327	603	1838
335	335	335	335	335	335	335	335	335	335	335	335	335	..!!!!!	0	1	0	1
336	336	336	336	336	336	336	336	336	336	336	336	336	...	85	79	57	221
337	337	337	337	337	337	337	337	337	337	337	337	337	...,	1	0	0	1
338	338	338	338	338	338	338	338	338	338	338	338	338	....	8	8	10	26
339	339	339	339	339	339	339	339	339	339	339	339	339	.....	2	0	4	6
340	340	340	340	340	340	340	340	340	340	340	340	340	......	1	0	1	2
341	341	341	341	341	341	341	341	341	341	341	341	341	.......	0	0	1	1
342	342	342	342	342	342	342	342	342	342	342	342	342	.?	1	1	2	4
343	343	343	343	343	343	343	343	343	343	343	343	343	.??!!	0	0	1	1
344	344	344	344	344	344	344	344	344	344	344	344	344	._.	1	0	0	1
345	345	345	345	345	345	345	345	345	345	345	345	345	.__.	0	2	0	2
346	346	346	346	346	346	346	346	346	346	346	346	346	.…	17	3	6	26
347	347	347	347	347	347	347	347	347	347	347	347	347	/	14	22	14	50
348	348	348	348	348	348	348	348	348	348	348	348	348	//	3	0	1	4
349	349	349	349	349	349	349	349	349	349	349	349	349	/I	0	0	1	1
350	350	350	350	350	350	350	350	350	350	350	350	350	/O\	1	0	0	1
351	351	351	351	351	351	351	351	351	351	351	351	351	/ensimismado	0	0	1	1
